"program","target_header","stage_name","data_element_name","source_value","dhis2_value","transform","notes","org_unit","source_concept_name","source_concept_uuid"
"Maternal Inpatient Data/aLoraiFNkng","APH CHART :: Abdominal Tenderness APH","APH CHART","Abdominal Tenderness APH","Absent","Absent","","","","Abdominal Tenderness","300b738a-d53d-4981-bbaf-ccf31af25eaa"
"Maternal Inpatient Data/aLoraiFNkng","APH CHART :: Abdominal Tenderness APH","APH CHART","Abdominal Tenderness APH","Present","Present","","","","Abdominal Tenderness","300b738a-d53d-4981-bbaf-ccf31af25eaa"
"Maternal Inpatient Data/aLoraiFNkng","APH CHART :: Vaginal bleeding APH","APH CHART","Vaginal bleeding APH","Mild","Mild","","","","Vaginal bleeding","016c57e6-7256-48fc-b408-11d2c024d0f0"
"Maternal Inpatient Data/aLoraiFNkng","APH CHART :: Vaginal bleeding APH","APH CHART","Vaginal bleeding APH","Moderate","Moderate","","","","Vaginal bleeding","016c57e6-7256-48fc-b408-11d2c024d0f0"
"Maternal Inpatient Data/aLoraiFNkng","APH CHART :: Vaginal bleeding APH","APH CHART","Vaginal bleeding APH","None","None","","","","Vaginal bleeding","016c57e6-7256-48fc-b408-11d2c024d0f0"
"Maternal Inpatient Data/aLoraiFNkng","APH CHART :: Vaginal bleeding APH","APH CHART","Vaginal bleeding APH","Severe","Severe","","","","Vaginal bleeding","016c57e6-7256-48fc-b408-11d2c024d0f0"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Fetal Heart Rate DMP","Delivery Monitoring partograph","Fetal Heart Rate DMP","100","100","","","","Fetal Heart Rate","162994c2-4ec8-4118-819f-2711d342a884"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Fetal Heart Rate DMP","Delivery Monitoring partograph","Fetal Heart Rate DMP","110","110","","","","Fetal Heart Rate","162994c2-4ec8-4118-819f-2711d342a884"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Fetal Heart Rate DMP","Delivery Monitoring partograph","Fetal Heart Rate DMP","120","120","","","","Fetal Heart Rate","162994c2-4ec8-4118-819f-2711d342a884"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Fetal Heart Rate DMP","Delivery Monitoring partograph","Fetal Heart Rate DMP","130","130","","","","Fetal Heart Rate","162994c2-4ec8-4118-819f-2711d342a884"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Fetal Heart Rate DMP","Delivery Monitoring partograph","Fetal Heart Rate DMP","140","140","","","","Fetal Heart Rate","162994c2-4ec8-4118-819f-2711d342a884"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Fetal Heart Rate DMP","Delivery Monitoring partograph","Fetal Heart Rate DMP","150","150","","","","Fetal Heart Rate","162994c2-4ec8-4118-819f-2711d342a884"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Fetal Heart Rate DMP","Delivery Monitoring partograph","Fetal Heart Rate DMP","160","160","","","","Fetal Heart Rate","162994c2-4ec8-4118-819f-2711d342a884"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Fetal Heart Rate DMP","Delivery Monitoring partograph","Fetal Heart Rate DMP","170","170","","","","Fetal Heart Rate","162994c2-4ec8-4118-819f-2711d342a884"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Fetal Heart Rate DMP","Delivery Monitoring partograph","Fetal Heart Rate DMP","180","180","","","","Fetal Heart Rate","162994c2-4ec8-4118-819f-2711d342a884"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Fetal Heart Rate DMP","Delivery Monitoring partograph","Fetal Heart Rate DMP","190","190","","","","Fetal Heart Rate","162994c2-4ec8-4118-819f-2711d342a884"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Fetal Heart Rate DMP","Delivery Monitoring partograph","Fetal Heart Rate DMP","200","200","","","","Fetal Heart Rate","162994c2-4ec8-4118-819f-2711d342a884"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Fetal Heart Rate DMP","Delivery Monitoring partograph","Fetal Heart Rate DMP","80","80","","","","Fetal Heart Rate","162994c2-4ec8-4118-819f-2711d342a884"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Fetal Heart Rate DMP","Delivery Monitoring partograph","Fetal Heart Rate DMP","90","90","","","","Fetal Heart Rate","162994c2-4ec8-4118-819f-2711d342a884"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Protein in Urine DMP","Delivery Monitoring partograph","Protein in Urine DMP","1+","1+","","","","Protein in Urine","48deeea1-8586-4696-ac15-dc415ed6ad8f"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Protein in Urine DMP","Delivery Monitoring partograph","Protein in Urine DMP","2+","2+","","","","Protein in Urine","48deeea1-8586-4696-ac15-dc415ed6ad8f"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Protein in Urine DMP","Delivery Monitoring partograph","Protein in Urine DMP","3+","3+","","","","Protein in Urine","48deeea1-8586-4696-ac15-dc415ed6ad8f"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Protein in Urine DMP","Delivery Monitoring partograph","Protein in Urine DMP","4+","4+","","","","Protein in Urine","48deeea1-8586-4696-ac15-dc415ed6ad8f"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Protein in Urine DMP","Delivery Monitoring partograph","Protein in Urine DMP","Negative","Negative","","","","Protein in Urine","48deeea1-8586-4696-ac15-dc415ed6ad8f"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Protein in Urine DMP","Delivery Monitoring partograph","Protein in Urine DMP","Trace","Trace","","","","Protein in Urine","48deeea1-8586-4696-ac15-dc415ed6ad8f"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Ruptured Membranes DMP","Delivery Monitoring partograph","Ruptured Membranes DMP","No","No","","","","Ruptured Membranes","db6269b4-3402-408f-b241-9ce63816ba67"
"Maternal Inpatient Data/aLoraiFNkng","Delivery Monitoring partograph :: Ruptured Membranes DMP","Delivery Monitoring partograph","Ruptured Membranes DMP","Yes","Yes","","","","Ruptured Membranes","db6269b4-3402-408f-b241-9ce63816ba67"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Controlled Cord Traction (CCT)","Delivery summary","Controlled Cord Traction (CCT)","No","No","","","","Controlled Cord Traction (CCT):","5df246df-6d2b-411a-8af2-ef7219066189"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Controlled Cord Traction (CCT)","Delivery summary","Controlled Cord Traction (CCT)","Yes","Yes","","","","Controlled Cord Traction (CCT):","5df246df-6d2b-411a-8af2-ef7219066189"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Episiotomy performed","Delivery summary","Episiotomy performed","No","No","","","","Episiotomy performed:","4dd776d1-6818-44fa-929a-b59b8c6f86ca"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Episiotomy performed","Delivery summary","Episiotomy performed","Yes","Yes","","","","Episiotomy performed:","4dd776d1-6818-44fa-929a-b59b8c6f86ca"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Feeding Option","Delivery summary","Feeding Option","EBF – Exclusive Breastfeeding","EBF – Exclusive Breastfeeding","","","","Feeding Option","80bcb137-fbf4-416d-8e2b-b1d5b9b80ba3"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Feeding Option","Delivery summary","Feeding Option","ERF - Exclusive Replacement Feeding","ERF - Exclusive Replacement Feeding","","","","Feeding Option","80bcb137-fbf4-416d-8e2b-b1d5b9b80ba3"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Feeding Option","Delivery summary","Feeding Option","Mixed","Mixed","","","","Feeding Option","80bcb137-fbf4-416d-8e2b-b1d5b9b80ba3"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Gestation","Delivery summary","Gestation","Postterm","Postterm","","","","Gestation:","1fdd8463-fb3e-45b8-8fab-1cff5de29a43"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Gestation","Delivery summary","Gestation","Preterm","Preterm","","","","Gestation:","1fdd8463-fb3e-45b8-8fab-1cff5de29a43"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Gestation","Delivery summary","Gestation","Term","Term","","","","Gestation:","1fdd8463-fb3e-45b8-8fab-1cff5de29a43"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: HIV Result","Delivery summary","HIV Result","+ve","+ve","","","","HIV Result:","1d55075b-3c87-46b8-b701-c2bcf63edf61"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: HIV Result","Delivery summary","HIV Result","-Ve","+ve","","","","HIV Result:","1d55075b-3c87-46b8-b701-c2bcf63edf61"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: HIV Testing Accepted","Delivery summary","HIV Testing Accepted","No","No","","","","HIV Testing Accepted:","77dac6e4-26e6-4d94-8ace-571a31c57da7"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: HIV Testing Accepted","Delivery summary","HIV Testing Accepted","Yes","Yes","","","","HIV Testing Accepted:","77dac6e4-26e6-4d94-8ace-571a31c57da7"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Laceration Repair","Delivery summary","Laceration Repair","1st degree","1st degree","","","","Laceration Repair:","df5c41c0-5e60-4097-9f02-330563c792c1"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Laceration Repair","Delivery summary","Laceration Repair","2nd degree","2nd degree","","","","Laceration Repair:","df5c41c0-5e60-4097-9f02-330563c792c1"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Laceration Repair","Delivery summary","Laceration Repair","3rd degree","3rd degree","","","","Laceration Repair:","df5c41c0-5e60-4097-9f02-330563c792c1"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Laceration Repair","Delivery summary","Laceration Repair","None","None","","","","Laceration Repair:","df5c41c0-5e60-4097-9f02-330563c792c1"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Manual Removal of Placenta (MRP)","Delivery summary","Manual Removal of Placenta (MRP)","No","No","","","","Manual Removal of Placenta (MRP)","343103c9-74f9-45ab-a09f-64e59358d58d"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Manual Removal of Placenta (MRP)","Delivery summary","Manual Removal of Placenta (MRP)","Yes","Yes","","","","Manual Removal of Placenta (MRP)","343103c9-74f9-45ab-a09f-64e59358d58d"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Measures Taken","Delivery summary","Measures Taken","Death","Death","","","","Measures Taken","c8e448f8-958c-4544-91ae-3cd534746e6c"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Measures Taken","Delivery summary","Measures Taken","Managed at facility","Managed at facility","","","","Measures Taken","c8e448f8-958c-4544-91ae-3cd534746e6c"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Measures Taken","Delivery summary","Measures Taken","Referral","Referral","","","","Measures Taken","c8e448f8-958c-4544-91ae-3cd534746e6c"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Mother and newborn referred for care/support","Delivery summary","Mother and newborn referred for care/support","No","No","","","","Mother and newborn referred for care/support?","380ffa26-a1f4-487f-9db4-bbc5e1074f20"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Mother and newborn referred for care/support","Delivery summary","Mother and newborn referred for care/support","Yes","Yes","","","","Mother and newborn referred for care/support?","380ffa26-a1f4-487f-9db4-bbc5e1074f20"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions","Delivery summary","Newborn Immunizations and Interventions","Hepatitis B birth dose","Hepatitis B birth dose","","","","Newborn Immunizations and Interventions","d2c00057-1a75-4827-b1ea-9bf93f77f80c"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions","Delivery summary","Newborn Immunizations and Interventions","IBF","IBF","","","","Newborn Immunizations and Interventions","d2c00057-1a75-4827-b1ea-9bf93f77f80c"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions","Delivery summary","Newborn Immunizations and Interventions","None","None","","","","Newborn Immunizations and Interventions","d2c00057-1a75-4827-b1ea-9bf93f77f80c"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions","Delivery summary","Newborn Immunizations and Interventions","Polio 0 (birth dose)","Polio 0 (birth dose)","","","","Newborn Immunizations and Interventions","d2c00057-1a75-4827-b1ea-9bf93f77f80c"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions","Delivery summary","Newborn Immunizations and Interventions","Skin-to-skin contact","Skin-to-skin contact","","","","Newborn Immunizations and Interventions","d2c00057-1a75-4827-b1ea-9bf93f77f80c"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions","Delivery summary","Newborn Immunizations and Interventions","Tetracycline (TTC) eye ointment","Tetracycline (TTC) eye ointment","","","","Newborn Immunizations and Interventions","d2c00057-1a75-4827-b1ea-9bf93f77f80c"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions","Delivery summary","Newborn Immunizations and Interventions","Vitamin K injection","Vitamin K injection","","","","Newborn Immunizations and Interventions","d2c00057-1a75-4827-b1ea-9bf93f77f80c"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 2","Delivery summary","Newborn Immunizations and Interventions newborn 2","Hepatitis B birth dose","Hepatitis B birth dose","","","","Newborn Immunizations and Interventions newborn 2","865a3f0e-0481-4ea7-8379-66629c7a49cf"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 2","Delivery summary","Newborn Immunizations and Interventions newborn 2","IBF","IBF","","","","Newborn Immunizations and Interventions newborn 2","865a3f0e-0481-4ea7-8379-66629c7a49cf"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 2","Delivery summary","Newborn Immunizations and Interventions newborn 2","None","None","","","","Newborn Immunizations and Interventions newborn 2","865a3f0e-0481-4ea7-8379-66629c7a49cf"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 2","Delivery summary","Newborn Immunizations and Interventions newborn 2","Polio 0 (birth dose)","Polio 0 (birth dose)","","","","Newborn Immunizations and Interventions newborn 2","865a3f0e-0481-4ea7-8379-66629c7a49cf"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 2","Delivery summary","Newborn Immunizations and Interventions newborn 2","Skin-to-skin contact","Skin-to-skin contact","","","","Newborn Immunizations and Interventions newborn 2","865a3f0e-0481-4ea7-8379-66629c7a49cf"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 2","Delivery summary","Newborn Immunizations and Interventions newborn 2","Tetracycline (TTC) eye ointment","Tetracycline (TTC) eye ointment","","","","Newborn Immunizations and Interventions newborn 2","865a3f0e-0481-4ea7-8379-66629c7a49cf"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 2","Delivery summary","Newborn Immunizations and Interventions newborn 2","Vitamin K injection","Vitamin K injection","","","","Newborn Immunizations and Interventions newborn 2","865a3f0e-0481-4ea7-8379-66629c7a49cf"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 3","Delivery summary","Newborn Immunizations and Interventions newborn 3","Hepatitis B birth dose","Hepatitis B birth dose","","","","Newborn Immunizations and Interventions newborn 3","82d49bfd-ccb1-4527-96d9-1057791183e9"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 3","Delivery summary","Newborn Immunizations and Interventions newborn 3","IBF","IBF","","","","Newborn Immunizations and Interventions newborn 3","82d49bfd-ccb1-4527-96d9-1057791183e9"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 3","Delivery summary","Newborn Immunizations and Interventions newborn 3","None","None","","","","Newborn Immunizations and Interventions newborn 3","82d49bfd-ccb1-4527-96d9-1057791183e9"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 3","Delivery summary","Newborn Immunizations and Interventions newborn 3","Polio 0 (birth dose)","Polio 0 (birth dose)","","","","Newborn Immunizations and Interventions newborn 3","82d49bfd-ccb1-4527-96d9-1057791183e9"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 3","Delivery summary","Newborn Immunizations and Interventions newborn 3","Skin-to-skin contact","Skin-to-skin contact","","","","Newborn Immunizations and Interventions newborn 3","82d49bfd-ccb1-4527-96d9-1057791183e9"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 3","Delivery summary","Newborn Immunizations and Interventions newborn 3","Tetracycline (TTC) eye ointment","Tetracycline (TTC) eye ointment","","","","Newborn Immunizations and Interventions newborn 3","82d49bfd-ccb1-4527-96d9-1057791183e9"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 3","Delivery summary","Newborn Immunizations and Interventions newborn 3","Vitamin K injection","Vitamin K injection","","","","Newborn Immunizations and Interventions newborn 3","82d49bfd-ccb1-4527-96d9-1057791183e9"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 4","Delivery summary","Newborn Immunizations and Interventions newborn 4","Hepatitis B birth dose","Hepatitis B birth dose","","","","Newborn Immunizations and Interventions newborn 4","2d84e276-de5f-4a5b-94fe-e16794dc09e3"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 4","Delivery summary","Newborn Immunizations and Interventions newborn 4","IBF","IBF","","","","Newborn Immunizations and Interventions newborn 4","2d84e276-de5f-4a5b-94fe-e16794dc09e3"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 4","Delivery summary","Newborn Immunizations and Interventions newborn 4","None","None","","","","Newborn Immunizations and Interventions newborn 4","2d84e276-de5f-4a5b-94fe-e16794dc09e3"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 4","Delivery summary","Newborn Immunizations and Interventions newborn 4","Polio 0 (birth dose)","Polio 0 (birth dose)","","","","Newborn Immunizations and Interventions newborn 4","2d84e276-de5f-4a5b-94fe-e16794dc09e3"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 4","Delivery summary","Newborn Immunizations and Interventions newborn 4","Skin-to-skin contact","Skin-to-skin contact","","","","Newborn Immunizations and Interventions newborn 4","2d84e276-de5f-4a5b-94fe-e16794dc09e3"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 4","Delivery summary","Newborn Immunizations and Interventions newborn 4","Tetracycline (TTC) eye ointment","Tetracycline (TTC) eye ointment","","","","Newborn Immunizations and Interventions newborn 4","2d84e276-de5f-4a5b-94fe-e16794dc09e3"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Newborn Immunizations and Interventions newborn 4","Delivery summary","Newborn Immunizations and Interventions newborn 4","Vitamin K injection","Vitamin K injection","","","","Newborn Immunizations and Interventions newborn 4","2d84e276-de5f-4a5b-94fe-e16794dc09e3"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Number of Newborns","Delivery summary","Number of Newborns","Other","other","","","","Number of Newborns:","b662adfb-afa7-49ab-b816-3cfd02799f35"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Number of Newborns","Delivery summary","Number of Newborns","Single","Single","","","","Number of Newborns:","b662adfb-afa7-49ab-b816-3cfd02799f35"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Number of Newborns","Delivery summary","Number of Newborns","Triplet","Triplet","","","","Number of Newborns:","b662adfb-afa7-49ab-b816-3cfd02799f35"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Number of Newborns","Delivery summary","Number of Newborns","Twin","Twin","","","","Number of Newborns:","b662adfb-afa7-49ab-b816-3cfd02799f35"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Obstetric condition at delivery","Delivery summary","Obstetric condition at delivery","Antepartum Hemorrhage (APH)","Antepartum Hemorrhage (APH)","","","","Obstetric condition at delivery","84ef57e6-450e-40d3-80ae-a82419f65d01"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Obstetric condition at delivery","Delivery summary","Obstetric condition at delivery","Eclampsia","Eclampsia","","","","Obstetric condition at delivery","84ef57e6-450e-40d3-80ae-a82419f65d01"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Obstetric condition at delivery","Delivery summary","Obstetric condition at delivery","Hysterectomy","Hysterectomy","","","","Obstetric condition at delivery","84ef57e6-450e-40d3-80ae-a82419f65d01"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Obstetric condition at delivery","Delivery summary","Obstetric condition at delivery","None","None","","","","Obstetric condition at delivery","84ef57e6-450e-40d3-80ae-a82419f65d01"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Obstetric condition at delivery","Delivery summary","Obstetric condition at delivery","Obstructed","Obstructed","","","","Obstetric condition at delivery","84ef57e6-450e-40d3-80ae-a82419f65d01"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Obstetric condition at delivery","Delivery summary","Obstetric condition at delivery","other( specify)","Other specify","","","","Obstetric condition at delivery","84ef57e6-450e-40d3-80ae-a82419f65d01"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Obstetric condition at delivery","Delivery summary","Obstetric condition at delivery","Postpartum Hemorrhage (PPH)","Postpartum Hemorrhage (PPH)","","","","Obstetric condition at delivery","84ef57e6-450e-40d3-80ae-a82419f65d01"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Obstetric condition at delivery","Delivery summary","Obstetric condition at delivery","Prolonged Labor.","Prolonged Labor","","","","Obstetric condition at delivery","84ef57e6-450e-40d3-80ae-a82419f65d01"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Obstetric condition at delivery","Delivery summary","Obstetric condition at delivery","PROM / Sepsis","PROM / Sepsis","","","","Obstetric condition at delivery","84ef57e6-450e-40d3-80ae-a82419f65d01"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Obstetric condition at delivery","Delivery summary","Obstetric condition at delivery","Repaired Uterus","Repaired Uterus","","","","Obstetric condition at delivery","84ef57e6-450e-40d3-80ae-a82419f65d01"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Obstetric condition at delivery","Delivery summary","Obstetric condition at delivery","Ruptured Uterus","Ruptured Uterus","","","","Obstetric condition at delivery","84ef57e6-450e-40d3-80ae-a82419f65d01"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Placenta Status","Delivery summary","Placenta Status","Complete","Complete","","","","Placenta Status","e53d09c3-61cb-435d-a643-6b1fd5c980be"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Placenta Status","Delivery summary","Placenta Status","Incomplete","Incomplete","","","","Placenta Status","e53d09c3-61cb-435d-a643-6b1fd5c980be"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Sex","Delivery summary","Sex","Female","Female","","","","Sex","94dc2f5e-5e3f-4cec-b76a-b33c55c728d2"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Sex","Delivery summary","Sex","Indeterminate","Indeterminate","","","","Sex","94dc2f5e-5e3f-4cec-b76a-b33c55c728d2"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Sex","Delivery summary","Sex","Male","Male","","","","Sex","94dc2f5e-5e3f-4cec-b76a-b33c55c728d2"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Sex newborn 2","Delivery summary","Sex newborn 2","Female","Female","","","","Sex newborn 2","ce5f1b5e-50c9-4b1c-8775-3154ca0fec28"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Sex newborn 2","Delivery summary","Sex newborn 2","Indeterminate","Indeterminate","","","","Sex newborn 2","ce5f1b5e-50c9-4b1c-8775-3154ca0fec28"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Sex newborn 2","Delivery summary","Sex newborn 2","Male","Male","","","","Sex newborn 2","ce5f1b5e-50c9-4b1c-8775-3154ca0fec28"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Sex newborn 3","Delivery summary","Sex newborn 3","Female","Female","","","","Sex newborn 3","7e916adf-a7ad-4e9a-a6ac-22a3dcfbe309"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Sex newborn 3","Delivery summary","Sex newborn 3","Indeterminate","Indeterminate","","","","Sex newborn 3","7e916adf-a7ad-4e9a-a6ac-22a3dcfbe309"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Sex newborn 3","Delivery summary","Sex newborn 3","Male","Male","","","","Sex newborn 3","7e916adf-a7ad-4e9a-a6ac-22a3dcfbe309"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Sex newborn 4","Delivery summary","Sex newborn 4","Female","Female","","","","Sex newborn 4","4c376705-4990-48fe-94cf-d575df9fcfab"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Sex newborn 4","Delivery summary","Sex newborn 4","Indeterminate","Indeterminate","","","","Sex newborn 4","4c376705-4990-48fe-94cf-d575df9fcfab"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Sex newborn 4","Delivery summary","Sex newborn 4","Male","Male","","","","Sex newborn 4","4c376705-4990-48fe-94cf-d575df9fcfab"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Stillbirth newborn 2","Delivery summary","Stillbirth newborn 2","Fresh","Fresh","","","","Stillbirth newborn 2:","9f97d1a4-542d-4f17-87df-21b81ee2871d"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Stillbirth newborn 2","Delivery summary","Stillbirth newborn 2","Macerated","Macerated","","","","Stillbirth newborn 2:","9f97d1a4-542d-4f17-87df-21b81ee2871d"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Stillbirth newborn 3","Delivery summary","Stillbirth newborn 3","Fresh","Fresh","","","","Stillbirth newborn 3:","b8a84484-f1a8-4b1a-92b1-d31464a62b05"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Stillbirth newborn 3","Delivery summary","Stillbirth newborn 3","Macerated","Macerated","","","","Stillbirth newborn 3:","b8a84484-f1a8-4b1a-92b1-d31464a62b05"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Stillbirth newborn 4","Delivery summary","Stillbirth newborn 4","Fresh","Fresh","","","","Stillbirth newborn 4:","31168dd7-0775-4971-8f09-f0491d90151d"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Stillbirth newborn 4","Delivery summary","Stillbirth newborn 4","Macerated","Macerated","","","","Stillbirth newborn 4:","31168dd7-0775-4971-8f09-f0491d90151d"
"Maternal Inpatient Data/aLoraiFNkng","Delivery summary :: Uterotonics given","Delivery summary","Uterotonics given","Ergometrine","Ergometrine","","","","Uterotonics given","e45b0f26-71df-4d67-b58d-5b2efe5cf03a"
